# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  4 18:20:06 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_name not null
# CONSTRAINT:  and hostname not null
# CONSTRAINT:  and sy_snum not null
# CONSTRAINT:  and sy_pnum not null
# CONSTRAINT:  and sy_mnum not null
# CONSTRAINT:  and disc_year not null
# CONSTRAINT:  and disc_facility not null
# CONSTRAINT:  and pl_refname not null
# CONSTRAINT:  and pl_orbper not null
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_bmasse not null
# CONSTRAINT:  and pl_eqt not null
# CONSTRAINT:  and st_teff not null
# CONSTRAINT:  and ra not null
# CONSTRAINT:  and dec not null
# CONSTRAINT:  and sy_dist not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,disc_year,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
WASP-173 A b,WASP-173 A,2,1,0,2018,SuperWASP-South,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,1.38665318,0.00000027,-0.00000027,0,13.451,0.673,-0.673,0,1172.79270,57.20940,-57.20940,0,1880,55,-55,0,5800.00,140.00,-140.00,0,354.1686959,-34.6113042,232.9800000,1.7900000,-1.7630000
WASP-173 A b,WASP-173 A,2,1,0,2018,SuperWASP-South,<a refstr=LABADIE_BARTZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..240...13L/abstract target=ref>Labadie-Bartz et al. 2019</a>,1.38665290,0.00000270,-0.00000270,0,14.404,1.345,-0.796,0,1102.87010,47.67450,-44.49620,0,1842,65,-42,0,5767.00,50.00,-49.00,0,354.1686959,-34.6113042,232.9800000,1.7900000,-1.7630000
WASP-174 b,WASP-174,1,1,0,2018,SuperWASP-South,<a refstr=MANCINI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A..30M/abstract target=ref>Mancini et al. 2020</a>,4.23370050,0.00000180,-0.00000180,0,16.107,0.560,-0.560,0,104.88337,28.92239,-28.92239,0,1528,17,-17,0,6399.00,68.00,-68.00,0,195.7940145,-41.3848617,410.1490000,10.3760000,-9.8840000
WASP-174 b,WASP-174,1,1,0,2018,SuperWASP-South,<a refstr=TEMPLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.5307T/abstract target=ref>Temple et al. 2018</a>,4.23370000,0.00000300,-0.00000300,0,14.572,5.604,-5.604,0,413.17900,,,1,1490,50,-50,0,6400.00,100.00,-100.00,0,195.7940145,-41.3848617,410.1490000,10.3760000,-9.8840000
WASP-175 b,WASP-175,1,1,0,2019,WASP-South,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,3.06529070,0.00000110,-0.00000160,0,13.540,0.908,-0.908,0,314.65170,41.31790,-41.31790,0,1571,49,-49,0,6229.00,100.00,-100.00,0,166.3187996,-34.1227453,539.3600000,11.9420000,-11.4440000
WASP-176 b,WASP-176,1,1,0,2020,SuperWASP-North,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,3.89905200,0.00000500,-0.00000500,0,16.870,0.560,-0.504,0,271.74465,22.88376,-21.93027,0,1721,28,-21,0,5941.00,77.00,-79.00,0,313.6872928,9.1790688,568.4200000,11.9300000,-11.4580000
WASP-177 b,WASP-177,1,1,0,2019,SuperWASP,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,3.07172200,0.00000100,-0.00000100,0,17.710,7.398,-4.035,0,161.45764,12.07754,-12.07754,0,1142,32,-32,0,5017.00,70.00,-70.00,0,334.7969885,-1.8344301,176.8180000,2.4280000,-2.3640000
WASP-178 b,WASP-178,1,1,0,2019,WASP-South,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,3.34482850,0.00000120,-0.00000120,0,20.288,1.009,-1.009,0,527.59780,38.13960,-38.13960,0,2470,60,-60,0,9360.00,150.00,-150.00,0,227.2703290,-42.7049658,427.6780000,11.3500000,-10.7860000
WASP-178 b,WASP-178,1,1,0,2019,WASP-South,<a refstr=RODR_IACUTE_GUEZ_MART_IACUTE_NEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..111M/abstract target=ref>Rodr&iacute;guez Mart&iacute;nez et al. 2020</a>,3.34484120,0.00000330,-0.00000330,0,21.745,0.673,-0.650,0,448.14030,136.66690,-162.09330,0,2402,130,-71,0,8640.00,500.00,-240.00,0,227.2703290,-42.7049658,427.6780000,11.3500000,-10.7860000
WASP-18 b,WASP-18,2,2,0,2009,SuperWASP,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,0.94145223,0.00000024,-0.00000024,0,13.899,0.886,-0.886,0,3241.84975,111.23994,-111.23994,0,2429,77,-70,0,6432.00,48.00,-48.00,0,24.3544618,-45.6777937,123.4830000,0.3710000,-0.3690000
WASP-18 b,WASP-18,2,2,0,2009,SuperWASP,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,0.94145181,0.00000044,-0.00000044,0,13.036,0.616,-0.616,0,3299.07540,108.06220,-108.06220,0,2413,44,-44,0,6455.00,70.00,-70.00,0,24.3544618,-45.6777937,123.4830000,0.3710000,-0.3690000
WASP-18 b,WASP-18,2,2,0,2009,SuperWASP,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,0.94145181,0.00000044,-0.00000044,0,12.980,0.616,-0.616,0,3270.47070,117.59710,-117.59710,0,2392,51,-51,0,6400.00,100.00,-100.00,0,24.3544618,-45.6777937,123.4830000,0.3710000,-0.3690000
WASP-18 b,WASP-18,2,2,0,2009,SuperWASP,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,0.90000000,,,0,14.600,,,0,3241.70000,,,0,2400,,,0,6400.00,,,0,24.3544618,-45.6777937,123.4830000,0.3710000,-0.3690000
WASP-180 A b,WASP-180 A,2,1,0,2019,SuperWASP,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,3.40926400,0.00000100,-0.00000100,0,13.899,0.448,-0.448,0,286.04700,31.78300,-31.78300,0,1540,40,-40,0,6600.00,200.00,-200.00,0,123.3922465,-1.9827874,253.9850000,3.4040000,-3.3160000
WASP-181 b,WASP-181,1,1,0,2019,SuperWASP,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,4.51950640,0.00000340,-0.00000340,0,13.271,0.796,-0.661,0,95.03117,10.80622,-10.80622,0,1186,32,-26,0,5839.00,70.00,-70.00,0,26.7932253,3.1329325,437.4950000,7.9640000,-7.6890000
WASP-182 b,WASP-182,1,1,0,2019,WASP-South,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,3.37698480,0.00000240,-0.00000240,0,9.528,0.336,-0.336,0,47.03884,3.49613,-3.49613,0,1479,34,-34,0,5638.00,100.00,-100.00,0,311.6733450,-41.8209828,327.6020000,4.5980000,-4.4740000
WASP-183 b,WASP-183,1,1,0,2019,SuperWASP,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,4.11177710,0.00000510,-0.00000510,0,16.477,10.536,-3.699,0,159.55066,14.93801,-14.93801,0,1111,30,-30,0,5313.00,72.00,-72.00,0,163.7888521,-0.7370663,325.3770000,3.9790000,-3.8850000
WASP-184 b,WASP-184,1,1,0,2019,WASP-South,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,5.18170000,0.00001000,-0.00001000,0,14.908,1.009,-1.009,0,181.16310,31.78300,-31.78300,0,1480,50,-50,0,6000.00,100.00,-100.00,0,209.5170100,-30.3481530,663.2310000,16.9650000,-16.1520000
WASP-185 b,WASP-185,1,1,0,2019,WASP-South,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,9.38755000,0.00002000,-0.00002000,0,14.011,0.897,-0.897,0,311.47340,19.06980,-19.06980,0,1160,35,-35,0,5900.00,100.00,-100.00,0,214.0595791,-19.5423062,279.3500000,3.4390000,-3.3580000
WASP-189 b,WASP-189,1,1,0,2020,CHaracterising ExOPlanets Satellite (CHEOPS),<a refstr=LENDL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..94L/abstract target=ref>Lendl et al. 2020</a>,2.72403300,,,0,18.147,0.235,-0.235,0,632.47853,50.85255,-44.49598,0,3353,27,-34,0,8000.00,80.00,-80.00,0,225.6867320,-3.0314874,99.7310000,0.7540000,-0.7432000
WASP-19 b,WASP-19,1,1,0,2009,SuperWASP,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,0.78883852,0.00000075,-0.00000082,0,15.861,0.493,-0.538,0,366.77398,24.79062,-25.42627,0,2113,29,-29,0,5616.00,66.00,-65.00,0,148.4167672,-45.6591078,268.3250000,1.7200000,-1.6980000
WASP-19 b,WASP-19,1,1,0,2009,SuperWASP,<a refstr=WONG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..122W/abstract target=ref>Wong et al. 2016</a>,0.78883899,0.00000004,-0.00000004,0,15.603,0.448,-0.448,0,339.76027,12.07754,-11.75971,0,2520,,,0,5568.00,71.00,-71.00,0,148.4167672,-45.6591078,268.3250000,1.7200000,-1.6980000
WASP-19 b,WASP-19,1,1,0,2009,SuperWASP,<a refstr=TREGLOAN_REED_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.3671T/abstract target=ref>Tregloan-Reed et al. 2013</a>,0.78883942,0.00000033,-0.00000033,0,15.637,0.280,-0.280,0,354.06262,12.71320,-12.71320,0,2067,23,-23,0,5440.00,60.00,-60.00,0,148.4167672,-45.6591078,268.3250000,1.7200000,-1.6980000
WASP-19 b,WASP-19,1,1,0,2009,SuperWASP,<a refstr=SING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.529...59S/abstract target=ref>Sing et al. 2016</a>,0.79000000,,,0,15.805,,,0,362.32620,,,0,2050,,,0,5503.00,85.41,-127.81,0,148.4167672,-45.6591078,268.3250000,1.7200000,-1.6980000
WASP-190 b,WASP-190,1,1,0,2019,WASP-South,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..141T/abstract target=ref>Temple et al. 2019</a>,5.36775300,0.00000400,-0.00000400,0,12.890,1.009,-1.009,0,317.83000,31.78300,-31.78300,0,1500,50,-50,0,6400.00,100.00,-100.00,0,7.7095292,-40.5734613,542.2510000,10.1310000,-9.7730000
WASP-192 b,WASP-192,1,1,0,2019,WASP-South,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,2.87867650,0.00000280,-0.00000280,0,13.787,0.897,-0.897,0,731.00900,50.85280,-50.85280,0,1620,60,-60,0,5910.00,145.00,-145.00,0,223.6587187,-38.7445469,508.8850000,16.6460000,-15.6410000
WASP-193 b,WASP-193,1,1,0,2023,WASP-South,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230708350B/abstract target=ref>Barkaoui et al. 2023</a>,6.24633450,0.00000030,-0.00000030,0,16.410,0.661,-0.639,0,44.17815,9.21702,-9.21702,0,1254,31,-31,0,6078.00,120.00,-120.00,0,164.3491401,-29.9971229,362.0870000,5.3840000,-5.2320000
WASP-2 b,WASP-2,2,1,0,2007,SuperWASP,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.15222600,,,0,12.005,0.897,-0.930,0,290.80200,28.60300,-29.55700,0,1304,54,-54,0,5200.00,200.00,-200.00,0,307.7255587,6.4293305,153.2420000,1.6400000,-1.6050000
WASP-2 b,WASP-2,2,1,0,2007,SuperWASP,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.15217500,0.00001200,-0.00001100,0,12.117,0.460,-0.448,0,295.89973,19.06980,-18.43414,0,1311,52,-50,0,5180.00,190.00,-190.00,0,307.7255587,6.4293305,153.2420000,1.6400000,-1.6050000
WASP-2 b,WASP-2,2,1,0,2007,SuperWASP,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,2.15222144,0.00000039,-0.00000039,0,11.915,0.314,-0.314,0,279.69040,12.07754,-12.07754,0,1286,17,-17,0,5170.00,60.00,-60.00,0,307.7255587,6.4293305,153.2420000,1.6400000,-1.6050000
WASP-2 b,WASP-2,2,1,0,2007,SuperWASP,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.15222144,0.00000039,-0.00000039,0,11.691,0.370,-0.370,0,269.20201,14.30235,-14.30235,0,1281,21,-21,0,5150.00,80.00,-80.00,0,307.7255587,6.4293305,153.2420000,1.6400000,-1.6050000
WASP-2 b,WASP-2,2,1,0,2007,SuperWASP,<a refstr=DAEMGEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...498..567D/abstract target=ref> Daemgen et al. 2009 </a>,2.15226000,0.00000400,-0.00000400,0,12.520,0.919,-0.919,0,290.48400,29.23900,-29.23900,0,1300,54,-54,0,5200.00,200.00,-200.00,0,307.7255587,6.4293305,153.2420000,1.6400000,-1.6050000
WASP-2 b,WASP-2,2,1,0,2007,SuperWASP,<a refstr=SOUTHWORTH_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1680S/abstract target=ref>Southworth et al. 2010</a>,2.15222144,0.00000039,-0.00000039,0,11.691,0.359,-0.359,0,269.20201,14.30235,-14.30235,0,1281,21,-21,0,5150.00,80.00,-80.00,0,307.7255587,6.4293305,153.2420000,1.6400000,-1.6050000
WASP-20 b,WASP-20,2,1,0,2015,SuperWASP,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,4.89962840,0.00000330,-0.00000330,0,16.388,0.661,-0.661,0,98.84100,5.40300,-5.40300,0,1379,31,-31,0,5940.00,100.00,-100.00,0,5.1605621,-23.9357894,211.8770000,,
WASP-21 b,WASP-21,1,1,0,2010,SuperWASP,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,4.32250600,0.00000310,-0.00000310,0,14.157,1.009,-1.009,0,93.75985,9.53490,-9.53490,0,1340,32,-32,0,5800.00,100.00,-100.00,0,347.4928024,18.3961597,258.4260000,2.9070000,-2.8450000
WASP-22 b,WASP-22,1,1,0,2010,SuperWASP,<a refstr=MAXTED_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010AJ....140.2007M/abstract target=ref> Maxted et al. 2010 </a>,3.53269000,0.00004000,-0.00004000,0,12.554,0.448,-0.448,0,177.98480,6.35660,-6.35660,0,1430,30,-30,0,6000.00,100.00,-100.00,0,52.8180374,-23.8197924,317.6520000,5.6380000,-5.4470000
WASP-22 b,WASP-22,1,1,0,2010,SuperWASP,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>,3.53273064,0.00000070,-0.00000070,0,13.440,0.516,-0.303,0,196.10111,8.89924,-5.72094,0,1502,20,-20,0,6153.00,50.00,-50.00,0,52.8180374,-23.8197924,317.6520000,5.6380000,-5.4470000
WASP-24 b,WASP-24,3,1,0,2010,SuperWASP,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>,2.34122170,0.00000080,-0.00000080,0,14.605,0.527,-0.527,0,352.47347,17.16282,-17.16282,0,1772,29,-29,0,6107.00,77.00,-77.00,0,227.2154975,2.3432860,322.1140000,4.4980000,-4.3780000
WASP-25 b,WASP-25,1,1,0,2010,SuperWASP,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>,3.76483270,0.00000090,-0.00000090,0,13.978,0.359,-0.359,0,190.06234,13.98452,-13.98452,0,1210,14,-14,0,5736.00,50.00,-50.00,0,195.3597581,-27.5222273,211.4160000,1.4680000,-1.4470000
WASP-26 b,WASP-26,2,1,0,2010,SuperWASP,<a refstr=SMALLEY_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...520A..56S/abstract target=ref>Smalley et al. 2010</a>,2.75660000,0.00001000,-0.00001000,0,14.796,0.897,-0.897,0,324.18498,9.53485,-9.53485,0,1660,40,-40,0,5950.00,100.00,-100.00,0,4.6030424,-15.2674044,252.7590000,4.7610000,-4.5910000
WASP-26 b,WASP-26,2,1,0,2010,SuperWASP,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>,2.75659720,0.00000190,-0.00000190,0,13.630,0.527,-0.527,0,324.18660,10.48839,-10.48839,0,1650,24,-24,0,6015.00,55.00,-55.00,0,4.6030424,-15.2674044,252.7590000,4.7610000,-4.5910000
WASP-28 b,WASP-28,1,1,0,2014,SuperWASP,<a refstr=PETRUCCI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1389P/abstract target=ref>Petrucci et al. 2015</a>,3.40884000,0.00000300,-0.00000300,0,15.177,1.861,-1.861,0,285.71700,11.12400,-11.12400,0,1473,30,-30,0,6084.00,45.00,-45.00,0,353.6162694,-1.5799849,348.4940000,5.6540000,-5.4790000
WASP-28 b,WASP-28,1,1,0,2014,SuperWASP,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,3.40883000,0.00000600,-0.00000600,0,13.597,0.471,-0.471,0,288.26000,13.66600,-13.66600,0,1468,37,-37,0,6150.00,140.00,-140.00,0,353.6162694,-1.5799849,348.4940000,5.6540000,-5.4790000
WASP-3 b,WASP-3,3,1,0,2007,SuperWASP,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,1.84683730,0.00000140,-0.00000140,0,15.872,0.538,-0.538,0,645.19490,38.13960,-38.13960,0,2020,35,-35,0,6400.00,100.00,-100.00,0,278.6317411,35.6614312,231.1610000,1.6480000,-1.6250000
WASP-3 b,WASP-3,3,1,0,2007,SuperWASP,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,1.84683500,0.00000200,-0.00000200,0,16.298,0.930,-0.930,0,654.72980,41.31790,-41.31790,0,2028,59,-59,0,6400.00,100.00,-100.00,0,278.6317411,35.6614312,231.1610000,1.6480000,-1.6250000
WASP-3 b,WASP-3,3,1,0,2007,SuperWASP,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,1.84683400,0.00000200,-0.00000200,0,14.684,0.785,-1.569,0,559.38080,25.42640,-44.49620,0,1960,33,-76,0,6400.00,100.00,,0,278.6317411,35.6614312,231.1610000,1.6480000,-1.6250000
WASP-31 b,WASP-31,1,1,0,2010,SuperWASP,<a refstr=SING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.529...59S/abstract target=ref>Sing et al. 2016</a>,3.40000000,,,0,17.374,,,0,152.55840,,,0,1580,,,0,6217.00,83.08,-121.38,0,169.4388603,-19.0547781,383.8290000,6.4370000,-6.2310000
WASP-33 b,WASP-33,2,1,0,2010,SuperWASP,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,1.21987016,0.00014000,-0.00014000,0,18.820,0.213,-0.336,0,1042.48240,232.01590,-232.01590,0,2723,37,-37,0,7430.00,,,0,36.7127375,37.5504441,121.9440000,0.9980000,-0.9830000
WASP-33 b,WASP-33,2,1,0,2010,SuperWASP,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,1.21987000,0.00000100,-0.00000100,0,17.856,0.829,-0.829,0,665.21819,44.17837,-44.17837,0,2782,41,-41,0,7430.00,100.00,-100.00,0,36.7127375,37.5504441,121.9440000,0.9980000,-0.9830000
WASP-34 b,WASP-34,1,1,0,2010,SuperWASP,<a refstr=SMALLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1012.2278S/abstract target=ref> Smalley et al. 2011 </a>,4.31767820,0.00000450,-0.00000450,0,13.675,1.233,-0.897,0,187.51000,3.18000,-3.18000,0,1250,30,-30,0,5700.00,100.00,,0,165.3993679,-23.8609457,132.0960000,0.8570000,-0.8460000
WASP-36 b,WASP-36,2,1,0,2011,SuperWASP,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.1393M/abstract target=ref>Mancini et al. 2016</a>,1.53736596,0.00000024,-0.00000024,0,14.874,0.235,-0.235,0,750.39663,22.24810,-22.24810,0,1733,19,-19,0,5959.00,134.00,-134.00,0,131.5803897,-8.0269855,386.3460000,5.2610000,-5.1230000
WASP-36 b,WASP-36,2,1,0,2011,SuperWASP,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,1.53736423,0.00000057,-0.00000057,0,14.359,0.291,-0.291,0,726.55938,20.97678,-20.97678,0,1724,39,-39,0,5880.00,,,0,131.5803897,-8.0269855,386.3460000,5.2610000,-5.1230000
WASP-38 b,WASP-38,1,1,0,2010,SuperWASP,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,6.90000000,,,0,12.300,,,0,858.10000,,,0,1250,,,0,6200.00,,,0,243.9597194,10.0324103,136.2400000,0.8070000,-0.7980000
WASP-39 b,WASP-39,1,1,0,2011,SuperWASP,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>,4.05529410,0.00000340,-0.00000340,0,14.336,0.448,-0.448,0,89.31023,10.17056,-10.17056,0,1166,14,-14,0,5485.00,50.00,-50.00,0,217.3266477,-3.4444994,213.9820000,1.7600000,-1.7310000
WASP-39 b,WASP-39,1,1,0,2011,SuperWASP,<a refstr=SING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.529...59S/abstract target=ref>Sing et al. 2016</a>,4.06000000,,,0,14.235,,,0,88.99240,,,0,1120,,,0,5326.60,154.53,-123.41,0,217.3266477,-3.4444994,213.9820000,1.7600000,-1.7310000
WASP-4 b,WASP-4,1,1,0,2007,SuperWASP,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,1.33823144,0.00000032,-0.00000032,0,15.289,0.325,-0.325,0,396.96967,16.52716,-16.52716,0,1673,17,-17,0,5540.00,55.00,-55.00,0,353.5629149,-42.0617794,267.2060000,3.7710000,-3.6700000
